Model,DPO4034
Firmware Version,2.68

Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Point Format,Y,,Point Format,Y,,Point Format,Y
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Horizontal Scale,2e-06,,Horizontal Scale,4e-06,,Horizontal Scale,4e-06
Horizontal Delay,-3.2e-07,,Horizontal Delay,0,,Horizontal Delay,0
Sample Interval,2e-09,,Sample Interval,4e-09,,Sample Interval,4e-09
Record Length,10000,,Record Length,10000,,Record Length,10000
Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,,Probe Attenuation,1,,Probe Attenuation,1
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
Vertical Offset,0,,Vertical Offset,0,,Vertical Offset,0
Vertical Scale,0.1,,Vertical Scale,0.1,,Vertical Scale,0.1
Vertical Position,-0.8,,Vertical Position,0,,Vertical Position,0
,,,,,,,
,,,,,,,
,,,,,,,
Label,,,Label,,,Label,
TIME,CH1,,TIME,REF2,,TIME,REF4
-2.0580e-06,0.184,,-3.4760e-06,nan,,-3.4760e-06,nan
-2.0560e-06,0.184,,-3.4720e-06,nan,,-3.4720e-06,nan
-2.0540e-06,0.176,,-3.4680e-06,nan,,-3.4680e-06,nan
-2.0520e-06,0.176,,-3.4640e-06,nan,,-3.4640e-06,nan
-2.0500e-06,0.188,,-3.4600e-06,nan,,-3.4600e-06,nan
-2.0480e-06,0.176,,-3.4560e-06,nan,,-3.4560e-06,nan
-2.0460e-06,0.18,,-3.4520e-06,nan,,-3.4520e-06,nan
-2.0440e-06,0.18,,-3.4480e-06,nan,,-3.4480e-06,nan
-2.0420e-06,0.172,,-3.4440e-06,nan,,-3.4440e-06,nan
-2.0400e-06,0.188,,-3.4400e-06,nan,,-3.4400e-06,nan
-2.0380e-06,0.188,,-3.4360e-06,nan,,-3.4360e-06,nan
-2.0360e-06,0.184,,-3.4320e-06,nan,,-3.4320e-06,nan
-2.0340e-06,0.184,,-3.4280e-06,nan,,-3.4280e-06,nan
-2.0320e-06,0.184,,-3.4240e-06,nan,,-3.4240e-06,nan
-2.0300e-06,0.184,,-3.4200e-06,nan,,-3.4200e-06,nan
-2.0280e-06,0.172,,-3.4160e-06,nan,,-3.4160e-06,nan
-2.0260e-06,0.184,,-3.4120e-06,nan,,-3.4120e-06,nan
-2.0240e-06,0.184,,-3.4080e-06,nan,,-3.4080e-06,nan
-2.0220e-06,0.18,,-3.4040e-06,nan,,-3.4040e-06,nan
-2.0200e-06,0.18,,-3.4000e-06,nan,,-3.4000e-06,nan
-2.0180e-06,0.18,,-3.3960e-06,nan,,-3.3960e-06,nan
-2.0160e-06,0.188,,-3.3920e-06,nan,,-3.3920e-06,nan
-2.0140e-06,0.184,,-3.3880e-06,nan,,-3.3880e-06,nan
-2.0120e-06,0.176,,-3.3840e-06,nan,,-3.3840e-06,nan
-2.0100e-06,0.184,,-3.3800e-06,nan,,-3.3800e-06,nan
-2.0080e-06,0.18,,-3.3760e-06,nan,,-3.3760e-06,nan
-2.0060e-06,0.18,,-3.3720e-06,nan,,-3.3720e-06,nan
-2.0040e-06,0.188,,-3.3680e-06,nan,,-3.3680e-06,nan
-2.0020e-06,0.184,,-3.3640e-06,nan,,-3.3640e-06,nan
-2.0000e-06,0.18,,-3.3600e-06,nan,,-3.3600e-06,nan
-1.9980e-06,0.176,,-3.3560e-06,nan,,-3.3560e-06,nan
-1.9960e-06,0.18,,-3.3520e-06,nan,,-3.3520e-06,nan
-1.9940e-06,0.188,,-3.3480e-06,nan,,-3.3480e-06,nan
-1.9920e-06,0.192,,-3.3440e-06,nan,,-3.3440e-06,nan
-1.9900e-06,0.18,,-3.3400e-06,nan,,-3.3400e-06,nan
-1.9880e-06,0.184,,-3.3360e-06,nan,,-3.3360e-06,nan
-1.9860e-06,0.184,,-3.3320e-06,nan,,-3.3320e-06,nan
-1.9840e-06,0.176,,-3.3280e-06,nan,,-3.3280e-06,nan
-1.9820e-06,0.188,,-3.3240e-06,nan,,-3.3240e-06,nan
-1.9800e-06,0.18,,-3.3200e-06,nan,,-3.3200e-06,nan
-1.9780e-06,0.18,,-3.3160e-06,nan,,-3.3160e-06,nan
-1.9760e-06,0.18,,-3.3120e-06,nan,,-3.3120e-06,nan
-1.9740e-06,0.18,,-3.3080e-06,nan,,-3.3080e-06,nan
-1.9720e-06,0.176,,-3.3040e-06,nan,,-3.3040e-06,nan
-1.9700e-06,0.18,,-3.3000e-06,nan,,-3.3000e-06,nan
-1.9680e-06,0.184,,-3.2960e-06,nan,,-3.2960e-06,nan
-1.9660e-06,0.184,,-3.2920e-06,nan,,-3.2920e-06,nan
-1.9640e-06,0.176,,-3.2880e-06,nan,,-3.2880e-06,nan
-1.9620e-06,0.18,,-3.2840e-06,nan,,-3.2840e-06,nan
-1.9600e-06,0.18,,-3.2800e-06,nan,,-3.2800e-06,nan
-1.9580e-06,0.188,,-3.2760e-06,nan,,-3.2760e-06,nan
-1.9560e-06,0.188,,-3.2720e-06,nan,,-3.2720e-06,nan
-1.9540e-06,0.184,,-3.2680e-06,nan,,-3.2680e-06,nan
-1.9520e-06,0.168,,-3.2640e-06,nan,,-3.2640e-06,nan
-1.9500e-06,0.184,,-3.2600e-06,nan,,-3.2600e-06,nan
-1.9480e-06,0.184,,-3.2560e-06,nan,,-3.2560e-06,nan
-1.9460e-06,0.176,,-3.2520e-06,nan,,-3.2520e-06,nan
-1.9440e-06,0.18,,-3.2480e-06,nan,,-3.2480e-06,nan
-1.9420e-06,0.18,,-3.2440e-06,nan,,-3.2440e-06,nan
-1.9400e-06,0.188,,-3.2400e-06,nan,,-3.2400e-06,nan
-1.9380e-06,0.188,,-3.2360e-06,nan,,-3.2360e-06,nan
-1.9360e-06,0.18,,-3.2320e-06,nan,,-3.2320e-06,nan
-1.9340e-06,0.18,,-3.2280e-06,nan,,-3.2280e-06,nan
-1.9320e-06,0.176,,-3.2240e-06,nan,,-3.2240e-06,nan
-1.9300e-06,0.176,,-3.2200e-06,nan,,-3.2200e-06,nan
-1.9280e-06,0.176,,-3.2160e-06,nan,,-3.2160e-06,nan
-1.9260e-06,0.188,,-3.2120e-06,nan,,-3.2120e-06,nan
-1.9240e-06,0.18,,-3.2080e-06,nan,,-3.2080e-06,nan
-1.9220e-06,0.176,,-3.2040e-06,nan,,-3.2040e-06,nan
-1.9200e-06,0.176,,-3.2000e-06,nan,,-3.2000e-06,nan
-1.9180e-06,0.18,,-3.1960e-06,nan,,-3.1960e-06,nan
-1.9160e-06,0.184,,-3.1920e-06,nan,,-3.1920e-06,nan
-1.9140e-06,0.184,,-3.1880e-06,nan,,-3.1880e-06,nan
-1.9120e-06,0.18,,-3.1840e-06,nan,,-3.1840e-06,nan
-1.9100e-06,0.184,,-3.1800e-06,nan,,-3.1800e-06,nan
-1.9080e-06,0.176,,-3.1760e-06,nan,,-3.1760e-06,nan
-1.9060e-06,0.168,,-3.1720e-06,nan,,-3.1720e-06,nan
-1.9040e-06,0.176,,-3.1680e-06,nan,,-3.1680e-06,nan
-1.9020e-06,0.188,,-3.1640e-06,nan,,-3.1640e-06,nan
-1.9000e-06,0.176,,-3.1600e-06,nan,,-3.1600e-06,nan
-1.8980e-06,0.176,,-3.1560e-06,nan,,-3.1560e-06,nan
-1.8960e-06,0.184,,-3.1520e-06,nan,,-3.1520e-06,nan
-1.8940e-06,0.168,,-3.1480e-06,nan,,-3.1480e-06,nan
-1.8920e-06,0.192,,-3.1440e-06,nan,,-3.1440e-06,nan
-1.8900e-06,0.172,,-3.1400e-06,nan,,-3.1400e-06,nan
-1.8880e-06,0.184,,-3.1360e-06,nan,,-3.1360e-06,nan
-1.8860e-06,0.188,,-3.1320e-06,nan,,-3.1320e-06,nan
-1.8840e-06,0.176,,-3.1280e-06,nan,,-3.1280e-06,nan
-1.8820e-06,0.18,,-3.1240e-06,nan,,-3.1240e-06,nan
-1.8800e-06,0.188,,-3.1200e-06,nan,,-3.1200e-06,nan
-1.8780e-06,0.18,,-3.1160e-06,nan,,-3.1160e-06,nan
-1.8760e-06,0.192,,-3.1120e-06,nan,,-3.1120e-06,nan
-1.8740e-06,0.18,,-3.1080e-06,nan,,-3.1080e-06,nan
-1.8720e-06,0.172,,-3.1040e-06,nan,,-3.1040e-06,nan
-1.8700e-06,0.18,,-3.1000e-06,nan,,-3.1000e-06,nan
-1.8680e-06,0.18,,-3.0960e-06,nan,,-3.0960e-06,nan
-1.8660e-06,0.172,,-3.0920e-06,nan,,-3.0920e-06,nan
-1.8640e-06,0.176,,-3.0880e-06,nan,,-3.0880e-06,nan
-1.8620e-06,0.18,,-3.0840e-06,nan,,-3.0840e-06,nan
-1.8600e-06,0.168,,-3.0800e-06,nan,,-3.0800e-06,nan
-1.8580e-06,0.176,,-3.0760e-06,nan,,-3.0760e-06,nan
-1.8560e-06,0.172,,-3.0720e-06,nan,,-3.0720e-06,nan
-1.8540e-06,0.176,,-3.0680e-06,nan,,-3.0680e-06,nan
-1.8520e-06,0.18,,-3.0640e-06,nan,,-3.0640e-06,nan
-1.8500e-06,0.18,,-3.0600e-06,nan,,-3.0600e-06,nan
-1.8480e-06,0.184,,-3.0560e-06,nan,,-3.0560e-06,nan
-1.8460e-06,0.176,,-3.0520e-06,nan,,-3.0520e-06,nan
-1.8440e-06,0.176,,-3.0480e-06,nan,,-3.0480e-06,nan
-1.8420e-06,0.18,,-3.0440e-06,nan,,-3.0440e-06,nan
-1.8400e-06,0.184,,-3.0400e-06,nan,,-3.0400e-06,nan
-1.8380e-06,0.192,,-3.0360e-06,nan,,-3.0360e-06,nan
-1.8360e-06,0.184,,-3.0320e-06,nan,,-3.0320e-06,nan
-1.8340e-06,0.172,,-3.0280e-06,nan,,-3.0280e-06,nan
-1.8320e-06,0.192,,-3.0240e-06,nan,,-3.0240e-06,nan
-1.8300e-06,0.184,,-3.0200e-06,nan,,-3.0200e-06,nan
-1.8280e-06,0.184,,-3.0160e-06,nan,,-3.0160e-06,nan
-1.8260e-06,0.176,,-3.0120e-06,nan,,-3.0120e-06,nan
-1.8240e-06,0.18,,-3.0080e-06,nan,,-3.0080e-06,nan
-1.8220e-06,0.18,,-3.0040e-06,nan,,-3.0040e-06,nan
-1.8200e-06,0.18,,-3.0000e-06,nan,,-3.0000e-06,nan
-1.8180e-06,0.188,,-2.9960e-06,nan,,-2.9960e-06,nan
-1.8160e-06,0.184,,-2.9920e-06,nan,,-2.9920e-06,nan
-1.8140e-06,0.172,,-2.9880e-06,nan,,-2.9880e-06,nan
-1.8120e-06,0.172,,-2.9840e-06,nan,,-2.9840e-06,nan
-1.8100e-06,0.176,,-2.9800e-06,nan,,-2.9800e-06,nan
-1.8080e-06,0.18,,-2.9760e-06,nan,,-2.9760e-06,nan
-1.8060e-06,0.172,,-2.9720e-06,nan,,-2.9720e-06,nan
-1.8040e-06,0.18,,-2.9680e-06,nan,,-2.9680e-06,nan
-1.8020e-06,0.18,,-2.9640e-06,nan,,-2.9640e-06,nan
-1.8000e-06,0.18,,-2.9600e-06,nan,,-2.9600e-06,nan
-1.7980e-06,0.176,,-2.9560e-06,nan,,-2.9560e-06,nan
-1.7960e-06,0.176,,-2.9520e-06,nan,,-2.9520e-06,nan
-1.7940e-06,0.168,,-2.9480e-06,nan,,-2.9480e-06,nan
-1.7920e-06,0.184,,-2.9440e-06,nan,,-2.9440e-06,nan
-1.7900e-06,0.176,,-2.9400e-06,nan,,-2.9400e-06,nan
-1.7880e-06,0.18,,-2.9360e-06,nan,,-2.9360e-06,nan
-1.7860e-06,0.176,,-2.9320e-06,nan,,-2.9320e-06,nan
-1.7840e-06,0.192,,-2.9280e-06,nan,,-2.9280e-06,nan
-1.7820e-06,0.176,,-2.9240e-06,nan,,-2.9240e-06,nan
-1.7800e-06,0.176,,-2.9200e-06,nan,,-2.9200e-06,nan
-1.7780e-06,0.184,,-2.9160e-06,nan,,-2.9160e-06,nan
-1.7760e-06,0.184,,-2.9120e-06,nan,,-2.9120e-06,nan
-1.7740e-06,0.184,,-2.9080e-06,nan,,-2.9080e-06,nan
-1.7720e-06,0.18,,-2.9040e-06,nan,,-2.9040e-06,nan
-1.7700e-06,0.18,,-2.9000e-06,nan,,-2.9000e-06,nan
-1.7680e-06,0.184,,-2.8960e-06,nan,,-2.8960e-06,nan
-1.7660e-06,0.184,,-2.8920e-06,nan,,-2.8920e-06,nan
-1.7640e-06,0.172,,-2.8880e-06,nan,,-2.8880e-06,nan
-1.7620e-06,0.18,,-2.8840e-06,nan,,-2.8840e-06,nan
-1.7600e-06,0.176,,-2.8800e-06,nan,,-2.8800e-06,nan
-1.7580e-06,0.188,,-2.8760e-06,nan,,-2.8760e-06,nan
-1.7560e-06,0.176,,-2.8720e-06,nan,,-2.8720e-06,nan
-1.7540e-06,0.184,,-2.8680e-06,nan,,-2.8680e-06,nan
-1.7520e-06,0.184,,-2.8640e-06,nan,,-2.8640e-06,nan
-1.7500e-06,0.192,,-2.8600e-06,nan,,-2.8600e-06,nan
-1.7480e-06,0.184,,-2.8560e-06,nan,,-2.8560e-06,nan
-1.7460e-06,0.18,,-2.8520e-06,nan,,-2.8520e-06,nan
-1.7440e-06,0.184,,-2.8480e-06,nan,,-2.8480e-06,nan
-1.7420e-06,0.176,,-2.8440e-06,nan,,-2.8440e-06,nan
-1.7400e-06,0.18,,-2.8400e-06,nan,,-2.8400e-06,nan
-1.7380e-06,0.18,,-2.8360e-06,nan,,-2.8360e-06,nan
-1.7360e-06,0.184,,-2.8320e-06,nan,,-2.8320e-06,nan
-1.7340e-06,0.176,,-2.8280e-06,nan,,-2.8280e-06,nan
-1.7320e-06,0.172,,-2.8240e-06,nan,,-2.8240e-06,nan
-1.7300e-06,0.184,,-2.8200e-06,nan,,-2.8200e-06,nan
-1.7280e-06,0.176,,-2.8160e-06,nan,,-2.8160e-06,nan
-1.7260e-06,0.184,,-2.8120e-06,nan,,-2.8120e-06,nan
-1.7240e-06,0.176,,-2.8080e-06,nan,,-2.8080e-06,nan
-1.7220e-06,0.176,,-2.8040e-06,nan,,-2.8040e-06,nan
-1.7200e-06,0.176,,-2.8000e-06,nan,,-2.8000e-06,nan
-1.7180e-06,0.176,,-2.7960e-06,nan,,-2.7960e-06,nan
-1.7160e-06,0.164,,-2.7920e-06,nan,,-2.7920e-06,nan
-1.7140e-06,0.172,,-2.7880e-06,nan,,-2.7880e-06,nan
-1.7120e-06,0.176,,-2.7840e-06,nan,,-2.7840e-06,nan
-1.7100e-06,0.176,,-2.7800e-06,nan,,-2.7800e-06,nan
-1.7080e-06,0.184,,-2.7760e-06,nan,,-2.7760e-06,nan
-1.7060e-06,0.172,,-2.7720e-06,nan,,-2.7720e-06,nan
-1.7040e-06,0.184,,-2.7680e-06,nan,,-2.7680e-06,nan
-1.7020e-06,0.176,,-2.7640e-06,nan,,-2.7640e-06,nan
-1.7000e-06,0.176,,-2.7600e-06,nan,,-2.7600e-06,nan
-1.6980e-06,0.184,,-2.7560e-06,nan,,-2.7560e-06,nan
-1.6960e-06,0.168,,-2.7520e-06,nan,,-2.7520e-06,nan
-1.6940e-06,0.168,,-2.7480e-06,nan,,-2.7480e-06,nan
-1.6920e-06,0.18,,-2.7440e-06,nan,,-2.7440e-06,nan
-1.6900e-06,0.184,,-2.7400e-06,nan,,-2.7400e-06,nan
-1.6880e-06,0.18,,-2.7360e-06,nan,,-2.7360e-06,nan
-1.6860e-06,0.184,,-2.7320e-06,nan,,-2.7320e-06,nan
-1.6840e-06,0.18,,-2.7280e-06,nan,,-2.7280e-06,nan
-1.6820e-06,0.184,,-2.7240e-06,nan,,-2.7240e-06,nan
-1.6800e-06,0.176,,-2.7200e-06,nan,,-2.7200e-06,nan
-1.6780e-06,0.188,,-2.7160e-06,nan,,-2.7160e-06,nan
-1.6760e-06,0.176,,-2.7120e-06,nan,,-2.7120e-06,nan
-1.6740e-06,0.168,,-2.7080e-06,nan,,-2.7080e-06,nan
-1.6720e-06,0.176,,-2.7040e-06,nan,,-2.7040e-06,nan
-1.6700e-06,0.176,,-2.7000e-06,nan,,-2.7000e-06,nan
-1.6680e-06,0.18,,-2.6960e-06,nan,,-2.6960e-06,nan
-1.6660e-06,0.184,,-2.6920e-06,nan,,-2.6920e-06,nan
-1.6640e-06,0.176,,-2.6880e-06,nan,,-2.6880e-06,nan
-1.6620e-06,0.172,,-2.6840e-06,nan,,-2.6840e-06,nan
-1.6600e-06,0.18,,-2.6800e-06,nan,,-2.6800e-06,nan
-1.6580e-06,0.176,,-2.6760e-06,nan,,-2.6760e-06,nan
-1.6560e-06,0.176,,-2.6720e-06,nan,,-2.6720e-06,nan
-1.6540e-06,0.176,,-2.6680e-06,nan,,-2.6680e-06,nan
-1.6520e-06,0.18,,-2.6640e-06,nan,,-2.6640e-06,nan
-1.6500e-06,0.172,,-2.6600e-06,nan,,-2.6600e-06,nan
-1.6480e-06,0.18,,-2.6560e-06,nan,,-2.6560e-06,nan
-1.6460e-06,0.176,,-2.6520e-06,nan,,-2.6520e-06,nan
-1.6440e-06,0.188,,-2.6480e-06,nan,,-2.6480e-06,nan
-1.6420e-06,0.176,,-2.6440e-06,nan,,-2.6440e-06,nan
-1.6400e-06,0.184,,-2.6400e-06,nan,,-2.6400e-06,nan
-1.6380e-06,0.18,,-2.6360e-06,nan,,-2.6360e-06,nan
-1.6360e-06,0.184,,-2.6320e-06,nan,,-2.6320e-06,nan
-1.6340e-06,0.18,,-2.6280e-06,nan,,-2.6280e-06,nan
-1.6320e-06,0.176,,-2.6240e-06,nan,,-2.6240e-06,nan
-1.6300e-06,0.18,,-2.6200e-06,nan,,-2.6200e-06,nan
-1.6280e-06,0.184,,-2.6160e-06,nan,,-2.6160e-06,nan
-1.6260e-06,0.18,,-2.6120e-06,nan,,-2.6120e-06,nan
-1.6240e-06,0.176,,-2.6080e-06,nan,,-2.6080e-06,nan
-1.6220e-06,0.18,,-2.6040e-06,nan,,-2.6040e-06,nan
-1.6200e-06,0.18,,-2.6000e-06,nan,,-2.6000e-06,nan
-1.6180e-06,0.18,,-2.5960e-06,nan,,-2.5960e-06,nan
-1.6160e-06,0.176,,-2.5920e-06,nan,,-2.5920e-06,nan
-1.6140e-06,0.176,,-2.5880e-06,nan,,-2.5880e-06,nan
-1.6120e-06,0.176,,-2.5840e-06,nan,,-2.5840e-06,nan
-1.6100e-06,0.18,,-2.5800e-06,nan,,-2.5800e-06,nan
-1.6080e-06,0.188,,-2.5760e-06,nan,,-2.5760e-06,nan
-1.6060e-06,0.176,,-2.5720e-06,nan,,-2.5720e-06,nan
-1.6040e-06,0.172,,-2.5680e-06,nan,,-2.5680e-06,nan
-1.6020e-06,0.18,,-2.5640e-06,nan,,-2.5640e-06,nan
-1.6000e-06,0.176,,-2.5600e-06,nan,,-2.5600e-06,nan
-1.5980e-06,0.176,,-2.5560e-06,nan,,-2.5560e-06,nan
-1.5960e-06,0.18,,-2.5520e-06,nan,,-2.5520e-06,nan
-1.5940e-06,0.172,,-2.5480e-06,nan,,-2.5480e-06,nan
-1.5920e-06,0.176,,-2.5440e-06,nan,,-2.5440e-06,nan
-1.5900e-06,0.176,,-2.5400e-06,nan,,-2.5400e-06,nan
-1.5880e-06,0.18,,-2.5360e-06,nan,,-2.5360e-06,nan
-1.5860e-06,0.184,,-2.5320e-06,nan,,-2.5320e-06,nan
-1.5840e-06,0.184,,-2.5280e-06,nan,,-2.5280e-06,nan
-1.5820e-06,0.176,,-2.5240e-06,nan,,-2.5240e-06,nan
-1.5800e-06,0.18,,-2.5200e-06,nan,,-2.5200e-06,nan
-1.5780e-06,0.184,,-2.5160e-06,nan,,-2.5160e-06,nan
-1.5760e-06,0.176,,-2.5120e-06,nan,,-2.5120e-06,nan
-1.5740e-06,0.184,,-2.5080e-06,nan,,-2.5080e-06,nan
-1.5720e-06,0.188,,-2.5040e-06,nan,,-2.5040e-06,nan
-1.5700e-06,0.188,,-2.5000e-06,nan,,-2.5000e-06,nan
-1.5680e-06,0.18,,-2.4960e-06,nan,,-2.4960e-06,nan
-1.5660e-06,0.184,,-2.4920e-06,nan,,-2.4920e-06,nan
-1.5640e-06,0.184,,-2.4880e-06,nan,,-2.4880e-06,nan
-1.5620e-06,0.172,,-2.4840e-06,nan,,-2.4840e-06,nan
-1.5600e-06,0.172,,-2.4800e-06,nan,,-2.4800e-06,nan
-1.5580e-06,0.172,,-2.4760e-06,nan,,-2.4760e-06,nan
-1.5560e-06,0.176,,-2.4720e-06,nan,,-2.4720e-06,nan
-1.5540e-06,0.184,,-2.4680e-06,nan,,-2.4680e-06,nan
-1.5520e-06,0.168,,-2.4640e-06,nan,,-2.4640e-06,nan
-1.5500e-06,0.18,,-2.4600e-06,nan,,-2.4600e-06,nan
-1.5480e-06,0.184,,-2.4560e-06,nan,,-2.4560e-06,nan
-1.5460e-06,0.18,,-2.4520e-06,nan,,-2.4520e-06,nan
-1.5440e-06,0.18,,-2.4480e-06,nan,,-2.4480e-06,nan
-1.5420e-06,0.168,,-2.4440e-06,nan,,-2.4440e-06,nan
-1.5400e-06,0.176,,-2.4400e-06,nan,,-2.4400e-06,nan
-1.5380e-06,0.176,,-2.4360e-06,nan,,-2.4360e-06,nan
-1.5360e-06,0.176,,-2.4320e-06,nan,,-2.4320e-06,nan
-1.5340e-06,0.172,,-2.4280e-06,nan,,-2.4280e-06,nan
-1.5320e-06,0.18,,-2.4240e-06,nan,,-2.4240e-06,nan
-1.5300e-06,0.176,,-2.4200e-06,nan,,-2.4200e-06,nan
-1.5280e-06,0.176,,-2.4160e-06,nan,,-2.4160e-06,nan
-1.5260e-06,0.164,,-2.4120e-06,nan,,-2.4120e-06,nan
-1.5240e-06,0.176,,-2.4080e-06,nan,,-2.4080e-06,nan
-1.5220e-06,0.18,,-2.4040e-06,nan,,-2.4040e-06,nan
-1.5200e-06,0.184,,-2.4000e-06,nan,,-2.4000e-06,nan
-1.5180e-06,0.176,,-2.3960e-06,nan,,-2.3960e-06,nan
-1.5160e-06,0.184,,-2.3920e-06,nan,,-2.3920e-06,nan
-1.5140e-06,0.176,,-2.3880e-06,nan,,-2.3880e-06,nan
-1.5120e-06,0.18,,-2.3840e-06,nan,,-2.3840e-06,nan
-1.5100e-06,0.176,,-2.3800e-06,nan,,-2.3800e-06,nan
-1.5080e-06,0.188,,-2.3760e-06,nan,,-2.3760e-06,nan
-1.5060e-06,0.172,,-2.3720e-06,nan,,-2.3720e-06,nan
-1.5040e-06,0.192,,-2.3680e-06,nan,,-2.3680e-06,nan
-1.5020e-06,0.168,,-2.3640e-06,nan,,-2.3640e-06,nan
-1.5000e-06,0.172,,-2.3600e-06,nan,,-2.3600e-06,nan
-1.4980e-06,0.176,,-2.3560e-06,nan,,-2.3560e-06,nan
-1.4960e-06,0.188,,-2.3520e-06,nan,,-2.3520e-06,nan
-1.4940e-06,0.176,,-2.3480e-06,nan,,-2.3480e-06,nan
-1.4920e-06,0.172,,-2.3440e-06,nan,,-2.3440e-06,nan
-1.4900e-06,0.176,,-2.3400e-06,nan,,-2.3400e-06,nan
-1.4880e-06,0.176,,-2.3360e-06,nan,,-2.3360e-06,nan
-1.4860e-06,0.176,,-2.3320e-06,nan,,-2.3320e-06,nan
-1.4840e-06,0.184,,-2.3280e-06,nan,,-2.3280e-06,nan
-1.4820e-06,0.18,,-2.3240e-06,nan,,-2.3240e-06,nan
-1.4800e-06,0.188,,-2.3200e-06,nan,,-2.3200e-06,nan
-1.4780e-06,0.176,,-2.3160e-06,nan,,-2.3160e-06,nan
-1.4760e-06,0.184,,-2.3120e-06,nan,,-2.3120e-06,nan
-1.4740e-06,0.18,,-2.3080e-06,nan,,-2.3080e-06,nan
-1.4720e-06,0.18,,-2.3040e-06,nan,,-2.3040e-06,nan
-1.4700e-06,0.168,,-2.3000e-06,nan,,-2.3000e-06,nan
-1.4680e-06,0.18,,-2.2960e-06,nan,,-2.2960e-06,nan
-1.4660e-06,0.176,,-2.2920e-06,nan,,-2.2920e-06,nan
-1.4640e-06,0.176,,-2.2880e-06,nan,,-2.2880e-06,nan
-1.4620e-06,0.172,,-2.2840e-06,nan,,-2.2840e-06,nan
-1.4600e-06,0.184,,-2.2800e-06,nan,,-2.2800e-06,nan
-1.4580e-06,0.18,,-2.2760e-06,nan,,-2.2760e-06,nan
-1.4560e-06,0.18,,-2.2720e-06,nan,,-2.2720e-06,nan
-1.4540e-06,0.176,,-2.2680e-06,nan,,-2.2680e-06,nan
-1.4520e-06,0.172,,-2.2640e-06,nan,,-2.2640e-06,nan
-1.4500e-06,0.184,,-2.2600e-06,nan,,-2.2600e-06,nan
-1.4480e-06,0.176,,-2.2560e-06,nan,,-2.2560e-06,nan
-1.4460e-06,0.176,,-2.2520e-06,nan,,-2.2520e-06,nan
-1.4440e-06,0.176,,-2.2480e-06,nan,,-2.2480e-06,nan
-1.4420e-06,0.172,,-2.2440e-06,nan,,-2.2440e-06,nan
-1.4400e-06,0.184,,-2.2400e-06,nan,,-2.2400e-06,nan
-1.4380e-06,0.176,,-2.2360e-06,nan,,-2.2360e-06,nan
-1.4360e-06,0.176,,-2.2320e-06,nan,,-2.2320e-06,nan
-1.4340e-06,0.168,,-2.2280e-06,nan,,-2.2280e-06,nan
-1.4320e-06,0.184,,-2.2240e-06,nan,,-2.2240e-06,nan
-1.4300e-06,0.18,,-2.2200e-06,nan,,-2.2200e-06,nan
-1.4280e-06,0.172,,-2.2160e-06,nan,,-2.2160e-06,nan
-1.4260e-06,0.176,,-2.2120e-06,nan,,-2.2120e-06,nan
-1.4240e-06,0.184,,-2.2080e-06,nan,,-2.2080e-06,nan
-1.4220e-06,0.18,,-2.2040e-06,nan,,-2.2040e-06,nan
-1.4200e-06,0.172,,-2.2000e-06,nan,,-2.2000e-06,nan
-1.4180e-06,0.18,,-2.1960e-06,nan,,-2.1960e-06,nan
-1.4160e-06,0.184,,-2.1920e-06,nan,,-2.1920e-06,nan
-1.4140e-06,0.176,,-2.1880e-06,nan,,-2.1880e-06,nan
-1.4120e-06,0.172,,-2.1840e-06,nan,,-2.1840e-06,nan
-1.4100e-06,0.18,,-2.1800e-06,nan,,-2.1800e-06,nan
-1.4080e-06,0.18,,-2.1760e-06,nan,,-2.1760e-06,nan
-1.4060e-06,0.176,,-2.1720e-06,nan,,-2.1720e-06,nan
-1.4040e-06,0.176,,-2.1680e-06,nan,,-2.1680e-06,nan
-1.4020e-06,0.18,,-2.1640e-06,nan,,-2.1640e-06,nan
-1.4000e-06,0.18,,-2.1600e-06,nan,,-2.1600e-06,nan
-1.3980e-06,0.184,,-2.1560e-06,nan,,-2.1560e-06,nan
-1.3960e-06,0.176,,-2.1520e-06,nan,,-2.1520e-06,nan
-1.3940e-06,0.18,,-2.1480e-06,nan,,-2.1480e-06,nan
-1.3920e-06,0.18,,-2.1440e-06,nan,,-2.1440e-06,nan
-1.3900e-06,0.164,,-2.1400e-06,nan,,-2.1400e-06,nan
-1.3880e-06,0.168,,-2.1360e-06,nan,,-2.1360e-06,nan
-1.3860e-06,0.18,,-2.1320e-06,nan,,-2.1320e-06,nan
-1.3840e-06,0.18,,-2.1280e-06,nan,,-2.1280e-06,nan
-1.3820e-06,0.18,,-2.1240e-06,nan,,-2.1240e-06,nan
-1.3800e-06,0.184,,-2.1200e-06,nan,,-2.1200e-06,nan
-1.3780e-06,0.18,,-2.1160e-06,nan,,-2.1160e-06,nan
-1.3760e-06,0.184,,-2.1120e-06,nan,,-2.1120e-06,nan
-1.3740e-06,0.18,,-2.1080e-06,nan,,-2.1080e-06,nan
-1.3720e-06,0.172,,-2.1040e-06,nan,,-2.1040e-06,nan
-1.3700e-06,0.18,,-2.1000e-06,nan,,-2.1000e-06,nan
